user_id,item_id,sentiment_score,timestamp,mood,time_of_day,day_of_week,weather,event_type
4,781732,3.0,1612048503,happy,evening,Tuesday,cloudy,watch
4,533991,3.0,1627506363,excited,night,Wednesday,rainy,watch
4,376812,4.0,1641786014,relaxed,afternoon,Saturday,snowy,watch
4,7508,4.0,1622471541,excited,afternoon,Thursday,cloudy,watch
4,1137339,5.0,1581163018,happy,night,Wednesday,sunny,watch
5,1230555,3.5,1658486123,sad,evening,Friday,rainy,watch
5,20453,4.5,1609184854,neutral,evening,Wednesday,clear,watch
5,585268,4.5,1589107814,excited,evening,Saturday,sunny,watch
5,1112426,5.0,1601330335,happy,evening,Friday,cloudy,watch
5,872906,5.0,1634103777,sad,evening,Thursday,snowy,watch
5,1301632,4.5,1665631750,sad,night,Monday,sunny,watch
5,1143407,4.5,1595048690,relaxed,evening,Monday,cloudy,watch
5,11518,4.0,1582644872,sad,morning,Thursday,clear,watch
5,1226572,4.5,1666653610,excited,night,Saturday,snowy,watch
5,1196943,5.0,1631597771,neutral,evening,Wednesday,clear,watch
5,581361,4.0,1663031589,neutral,night,Wednesday,clear,watch
6,143976,5.0,1655610214,excited,night,Monday,cloudy,watch
6,14194,3.5,1624057637,sad,night,Sunday,clear,watch
6,1137339,5.0,1661065734,excited,afternoon,Friday,sunny,watch
6,872906,4.5,1670010752,sad,evening,Sunday,cloudy,watch
6,11518,5.0,1656443519,relaxed,afternoon,Monday,sunny,watch
7,1098152,4.0,1604589557,neutral,afternoon,Friday,clear,watch
7,582316,5.0,1670057729,happy,morning,Monday,rainy,watch
7,1232514,5.0,1615249384,neutral,night,Wednesday,clear,watch
7,1283181,4.0,1671213559,happy,night,Thursday,clear,watch
7,1227842,3.5,1649134588,sad,night,Friday,snowy,watch
7,1227495,5.0,1631535661,happy,evening,Monday,cloudy,watch
7,1212397,5.0,1671207506,excited,afternoon,Sunday,clear,watch
7,970085,5.0,1651114171,relaxed,evening,Thursday,sunny,watch
7,1139043,3.0,1634499888,neutral,evening,Saturday,rainy,watch
7,1215294,3.5,1643436665,sad,evening,Tuesday,snowy,watch
7,1323593,4.5,1628060800,relaxed,evening,Tuesday,rainy,watch
7,1001263,5.0,1634878329,neutral,afternoon,Wednesday,snowy,watch
7,1417664,4.0,1634819569,happy,evening,Friday,cloudy,watch
7,1140768,3.5,1657439424,happy,night,Monday,clear,watch
7,1276778,4.5,1616484435,excited,evening,Tuesday,rainy,watch
7,720562,4.5,1646396291,neutral,evening,Saturday,cloudy,watch
8,11518,3.5,1636805038,excited,night,Thursday,sunny,watch
8,297222,4.0,1626740008,relaxed,afternoon,Friday,snowy,watch
8,1227128,4.0,1589685391,neutral,afternoon,Thursday,clear,watch
8,1195430,5.0,1624401878,excited,evening,Friday,clear,watch
8,360814,3.5,1632636643,sad,evening,Monday,rainy,watch
8,1196943,5.0,1595372586,sad,afternoon,Sunday,snowy,watch
8,376812,4.5,1606959322,excited,afternoon,Thursday,snowy,watch
8,581361,4.0,1656371006,excited,evening,Thursday,sunny,watch
8,1301632,4.0,1651167103,sad,night,Thursday,sunny,watch
8,1201012,4.0,1628856858,relaxed,evening,Wednesday,rainy,watch
9,835017,4.5,1667034856,excited,morning,Monday,sunny,watch
9,949229,3.5,1600061577,neutral,evening,Friday,snowy,watch
9,1398359,5.0,1618305603,neutral,morning,Sunday,clear,watch
9,1093966,3.5,1626337441,excited,night,Monday,snowy,watch
9,743563,4.0,1584977693,relaxed,night,Saturday,sunny,watch
9,1093966,4.5,1661980905,happy,morning,Monday,clear,watch
9,1132152,5.0,1589019304,neutral,night,Saturday,sunny,watch
9,1222049,4.5,1661726196,relaxed,evening,Thursday,sunny,watch
9,1136418,4.5,1609617951,relaxed,evening,Monday,clear,watch
9,370076,2.5,1599594849,happy,afternoon,Saturday,rainy,watch
9,927342,4.0,1642592363,sad,evening,Thursday,snowy,watch
10,627336,3.5,1669346143,excited,morning,Monday,cloudy,watch
10,939513,5.0,1583465637,neutral,night,Thursday,snowy,watch
10,1084812,4.0,1579278641,neutral,night,Monday,cloudy,watch
10,472221,4.0,1578655824,relaxed,afternoon,Sunday,cloudy,watch
10,1292330,5.0,1614669211,neutral,night,Friday,snowy,watch
11,1241982,3.5,1588976574,relaxed,afternoon,Thursday,clear,watch
11,1127110,3.5,1580932048,relaxed,morning,Thursday,rainy,watch
11,552524,3.5,1628741018,excited,night,Thursday,sunny,watch
11,605722,4.5,1613937653,happy,afternoon,Thursday,cloudy,watch
11,1379587,4.5,1607137763,neutral,evening,Monday,cloudy,watch
11,870028,4.0,1625467609,relaxed,morning,Sunday,clear,watch
11,666154,5.0,1597690793,excited,afternoon,Sunday,sunny,watch
11,1311844,4.5,1607990823,neutral,afternoon,Saturday,rainy,watch
12,10191,4.0,1590994978,neutral,evening,Wednesday,sunny,watch
12,1152619,4.0,1588407820,sad,morning,Saturday,clear,watch
12,1233413,5.0,1596865628,sad,afternoon,Saturday,clear,watch
12,1241982,5.0,1597128666,neutral,afternoon,Tuesday,snowy,watch
13,1216780,4.5,1621147246,excited,afternoon,Tuesday,rainy,watch
13,10757,3.5,1643884157,happy,night,Tuesday,rainy,watch
13,1301632,3.5,1668915878,sad,afternoon,Monday,snowy,watch
13,1083241,4.5,1648508360,sad,afternoon,Thursday,sunny,watch
13,1110390,4.0,1587250244,happy,morning,Monday,clear,watch
13,1146210,4.0,1637673401,happy,night,Thursday,rainy,watch
13,1233208,4.0,1655470805,relaxed,morning,Saturday,snowy,watch
13,20453,3.5,1654568894,neutral,afternoon,Monday,clear,watch
13,1195430,4.0,1583571102,sad,morning,Friday,cloudy,watch
13,581361,4.5,1671236828,neutral,morning,Friday,rainy,watch
13,611598,4.5,1653809168,excited,afternoon,Sunday,snowy,watch
13,781732,5.0,1648843060,relaxed,morning,Friday,snowy,watch
13,872906,4.5,1592318970,excited,night,Sunday,rainy,watch
14,1301632,4.5,1615878674,neutral,evening,Saturday,cloudy,watch
14,1201012,5.0,1607946083,sad,morning,Saturday,sunny,watch
14,1146210,4.0,1625442018,relaxed,morning,Saturday,sunny,watch
14,781732,5.0,1661723044,happy,night,Sunday,clear,watch
14,376812,3.0,1649026624,neutral,morning,Sunday,clear,watch
14,1301632,5.0,1646599108,sad,evening,Monday,clear,watch
14,11518,4.5,1637203909,relaxed,morning,Friday,cloudy,watch
14,143976,3.5,1598203155,happy,night,Saturday,clear,watch
14,799155,4.5,1651546324,happy,evening,Saturday,cloudy,watch
15,1230555,4.5,1602455056,excited,morning,Monday,sunny,watch
15,1143407,5.0,1637310831,excited,morning,Sunday,snowy,watch
15,1110390,5.0,1588018617,excited,morning,Monday,rainy,watch
15,19404,5.0,1599129683,sad,morning,Sunday,cloudy,watch
15,554600,4.0,1648940768,happy,night,Thursday,sunny,watch
15,899718,5.0,1592782008,excited,morning,Tuesday,snowy,watch
15,61202,3.5,1592766687,excited,morning,Saturday,cloudy,watch
15,1301632,3.5,1654405083,sad,morning,Friday,snowy,watch
15,7508,3.5,1606018814,neutral,evening,Tuesday,snowy,watch
16,781732,5.0,1642419836,sad,afternoon,Friday,clear,watch
16,1201012,4.5,1634636591,sad,afternoon,Friday,rainy,watch
16,784651,4.0,1637881505,happy,afternoon,Sunday,sunny,watch
16,297222,3.5,1583095290,excited,evening,Wednesday,cloudy,watch
16,1195430,5.0,1661310670,sad,evening,Saturday,clear,watch
16,14194,4.5,1641802529,neutral,night,Tuesday,sunny,watch
16,899718,3.5,1670940839,sad,morning,Tuesday,rainy,watch
16,61202,3.5,1657909971,sad,evening,Wednesday,cloudy,watch
16,538858,4.0,1592735926,excited,night,Saturday,rainy,watch
16,11854,5.0,1642383830,happy,afternoon,Wednesday,snowy,watch
16,1306845,5.0,1648565730,excited,morning,Tuesday,rainy,watch
17,11854,5.0,1616951625,relaxed,evening,Thursday,sunny,watch
18,1201012,3.0,1605927171,excited,afternoon,Sunday,cloudy,watch
18,7508,5.0,1642736859,neutral,night,Sunday,cloudy,watch
18,1301632,3.5,1584977780,excited,evening,Tuesday,sunny,watch
18,1306845,4.0,1637027229,happy,evening,Wednesday,clear,watch
18,781732,5.0,1653757427,sad,night,Sunday,clear,watch
18,1156202,4.0,1662133180,excited,morning,Wednesday,rainy,watch
18,1146210,4.0,1660991544,excited,afternoon,Saturday,clear,watch
19,1393146,5.0,1633201000,happy,morning,Sunday,sunny,watch
20,1412113,5.0,1595620080,sad,afternoon,Sunday,cloudy,watch
20,793058,4.5,1614908290,happy,afternoon,Thursday,snowy,watch
20,897160,5.0,1631140116,excited,afternoon,Thursday,snowy,watch
20,587727,5.0,1600721327,relaxed,afternoon,Friday,sunny,watch
20,995926,4.5,1603884348,neutral,morning,Friday,clear,watch
20,615173,4.0,1588344117,excited,afternoon,Thursday,sunny,watch
20,496243,4.5,1579995314,sad,morning,Sunday,rainy,watch
20,1017163,4.5,1594272405,sad,night,Friday,sunny,watch
21,1409196,5.0,1610676667,happy,night,Tuesday,snowy,watch
21,92472,5.0,1624928761,happy,evening,Wednesday,sunny,watch
21,1236589,4.5,1639661914,excited,evening,Saturday,clear,watch
22,581361,4.5,1664341675,neutral,afternoon,Saturday,cloudy,watch
22,1301632,4.0,1631062638,neutral,afternoon,Tuesday,cloudy,watch
22,1201012,3.0,1583691765,happy,afternoon,Friday,clear,watch
22,1146210,4.5,1667067666,neutral,morning,Tuesday,rainy,watch
22,1190511,5.0,1578232454,relaxed,night,Saturday,clear,watch
22,14194,4.0,1607389637,happy,afternoon,Monday,rainy,watch
22,1301632,4.5,1641892016,neutral,evening,Monday,snowy,watch
22,1306845,4.5,1656583757,sad,afternoon,Sunday,sunny,watch
22,11518,3.5,1632366736,happy,night,Sunday,cloudy,watch
22,1233208,4.5,1640000936,relaxed,night,Sunday,cloudy,watch
22,1083241,5.0,1582326959,happy,evening,Thursday,cloudy,watch
22,611598,4.5,1613965129,sad,night,Friday,sunny,watch
22,1143407,4.5,1658488861,relaxed,afternoon,Tuesday,snowy,watch
22,1110390,3.5,1592961711,neutral,afternoon,Friday,clear,watch
23,48650,3.0,1587237561,neutral,afternoon,Friday,rainy,watch
23,580988,5.0,1615189121,happy,morning,Saturday,rainy,watch
23,547513,5.0,1596076355,sad,night,Monday,rainy,watch
23,1193647,4.0,1617783017,sad,night,Wednesday,sunny,watch
23,568770,5.0,1611226888,happy,night,Friday,rainy,watch
23,1233620,3.5,1631740721,relaxed,afternoon,Monday,cloudy,watch
23,1323784,5.0,1598141944,neutral,morning,Monday,clear,watch
23,462183,4.5,1581275465,neutral,night,Thursday,sunny,watch
24,1374290,4.0,1587410452,sad,night,Tuesday,snowy,watch
24,92472,4.5,1625247236,sad,afternoon,Monday,cloudy,watch
24,998909,4.0,1647941869,neutral,afternoon,Sunday,cloudy,watch
24,718021,4.0,1671059141,excited,morning,Tuesday,snowy,watch
24,262918,3.0,1613853690,happy,evening,Wednesday,snowy,watch
24,680133,5.0,1621348052,excited,afternoon,Tuesday,clear,watch
24,981057,3.5,1609811854,excited,morning,Friday,cloudy,watch
24,1056108,4.0,1578762893,excited,morning,Friday,rainy,watch
24,1376255,4.5,1589334276,neutral,morning,Tuesday,sunny,watch
24,112999,4.5,1586391972,excited,afternoon,Friday,snowy,watch
24,1410100,3.0,1628307808,neutral,evening,Friday,sunny,watch
25,897160,3.5,1600706986,excited,morning,Wednesday,snowy,watch
25,1017163,3.5,1641533402,sad,night,Tuesday,clear,watch
25,396535,4.0,1627859400,sad,afternoon,Friday,cloudy,watch
25,707610,4.5,1653296006,sad,evening,Sunday,snowy,watch
25,1247002,5.0,1619059698,neutral,morning,Monday,sunny,watch
25,1234720,4.0,1598442833,relaxed,afternoon,Friday,rainy,watch
25,715287,3.0,1647979926,relaxed,night,Wednesday,rainy,watch
25,1147710,4.5,1587265523,relaxed,evening,Friday,clear,watch
25,290098,4.0,1609253129,neutral,night,Thursday,rainy,watch
25,921436,5.0,1630392465,relaxed,morning,Monday,sunny,watch
25,496243,4.5,1613313980,happy,night,Sunday,clear,watch
25,694943,4.5,1612005647,happy,afternoon,Monday,sunny,watch
26,1222049,5.0,1652457259,sad,evening,Thursday,sunny,watch
26,1213730,3.0,1627333833,sad,morning,Thursday,clear,watch
26,1416889,4.0,1602186128,happy,night,Sunday,cloudy,watch
26,1136418,4.0,1660361391,relaxed,evening,Saturday,cloudy,watch
26,1398359,5.0,1668182567,neutral,afternoon,Friday,sunny,watch
26,1235877,5.0,1646646659,excited,night,Thursday,clear,watch
26,927342,5.0,1662198185,relaxed,night,Sunday,rainy,watch
26,949229,5.0,1633675905,happy,afternoon,Friday,snowy,watch
26,66245,5.0,1638901821,neutral,morning,Thursday,rainy,watch
27,10191,4.5,1623502578,happy,morning,Tuesday,clear,watch
27,1097311,3.5,1585526470,relaxed,night,Tuesday,cloudy,watch
27,870028,5.0,1628677032,happy,night,Saturday,rainy,watch
27,1233413,3.5,1625606260,happy,night,Monday,rainy,watch
27,1376434,5.0,1623160527,neutral,night,Friday,sunny,watch
27,1311844,4.0,1604330389,relaxed,morning,Tuesday,sunny,watch
27,1239193,5.0,1627588592,sad,evening,Thursday,sunny,watch
27,541671,5.0,1594716750,relaxed,night,Friday,cloudy,watch
27,1241982,4.5,1612245871,relaxed,evening,Saturday,cloudy,watch
27,1152619,4.5,1645261202,neutral,evening,Friday,cloudy,watch
27,1379587,4.0,1618253120,sad,night,Sunday,snowy,watch
28,11854,5.0,1582644785,sad,afternoon,Sunday,cloudy,watch
28,297222,5.0,1652726447,happy,afternoon,Wednesday,sunny,watch
28,14194,4.5,1588832928,happy,afternoon,Friday,snowy,watch
28,1306845,4.0,1621493317,excited,morning,Friday,clear,watch
28,1137339,3.5,1582934339,neutral,night,Wednesday,clear,watch
28,554600,4.5,1621639035,sad,morning,Monday,clear,watch
28,1257361,4.5,1639021283,sad,evening,Tuesday,clear,watch
28,19404,5.0,1585804345,sad,afternoon,Wednesday,clear,watch
29,868660,5.0,1616667733,sad,evening,Wednesday,sunny,watch
29,1400515,4.5,1663661342,relaxed,evening,Wednesday,snowy,watch
29,1171101,5.0,1579044142,happy,evening,Wednesday,cloudy,watch
29,1239511,4.5,1659053793,relaxed,afternoon,Sunday,rainy,watch
29,396378,5.0,1660213603,neutral,afternoon,Sunday,sunny,watch
29,1257693,4.5,1634471713,happy,evening,Friday,snowy,watch
30,1225107,5.0,1617176417,neutral,morning,Thursday,sunny,watch
30,680133,5.0,1662309742,happy,morning,Monday,sunny,watch
30,1322432,5.0,1596423911,neutral,night,Friday,rainy,watch
30,1112555,4.5,1606708744,relaxed,evening,Saturday,sunny,watch
30,703168,4.0,1577906490,happy,morning,Wednesday,cloudy,watch
30,1216385,4.0,1635272703,relaxed,afternoon,Thursday,cloudy,watch
30,5801,5.0,1664272042,neutral,night,Tuesday,rainy,watch
30,330141,4.5,1656339321,sad,morning,Wednesday,cloudy,watch
30,624411,4.5,1583100139,excited,night,Saturday,clear,watch
30,262918,4.0,1652775429,happy,afternoon,Monday,snowy,watch
30,1410100,5.0,1662452894,neutral,night,Thursday,cloudy,watch
31,123463,4.0,1626070410,sad,afternoon,Monday,clear,watch
31,993609,4.0,1653768111,neutral,afternoon,Saturday,snowy,watch
31,1262988,4.5,1617046637,relaxed,afternoon,Friday,cloudy,watch
31,957997,5.0,1647108640,sad,night,Monday,rainy,watch
31,14743,5.0,1646633716,neutral,night,Friday,snowy,watch
31,1243093,4.5,1639785817,neutral,afternoon,Thursday,clear,watch
31,1444425,3.5,1579721350,sad,evening,Sunday,rainy,watch
31,1454405,4.0,1616691859,excited,night,Friday,sunny,watch
31,460738,5.0,1633671616,neutral,evening,Monday,clear,watch
31,971170,5.0,1664184887,relaxed,night,Thursday,sunny,watch
32,1247002,4.0,1639774891,relaxed,night,Sunday,sunny,watch
32,396535,5.0,1583625275,relaxed,morning,Saturday,clear,watch
32,961268,5.0,1622984320,sad,night,Saturday,cloudy,watch
32,1165642,5.0,1647820275,sad,morning,Saturday,clear,watch
32,615173,5.0,1621182689,excited,night,Thursday,cloudy,watch
33,1257693,5.0,1631102582,happy,afternoon,Wednesday,rainy,watch
33,1060046,4.0,1602005393,excited,morning,Saturday,clear,watch
33,540468,5.0,1646867907,excited,afternoon,Monday,snowy,watch
33,965489,5.0,1620999926,neutral,evening,Friday,snowy,watch
33,1068452,5.0,1626796366,happy,evening,Saturday,cloudy,watch
33,1022453,5.0,1588586961,excited,morning,Sunday,clear,watch
33,1257693,4.0,1613142902,sad,afternoon,Friday,sunny,watch
33,1212402,5.0,1661573356,happy,night,Thursday,rainy,watch
33,811945,5.0,1578413612,happy,morning,Tuesday,rainy,watch
33,1095889,4.5,1611689595,relaxed,afternoon,Sunday,rainy,watch
33,1424217,5.0,1641168992,relaxed,night,Friday,sunny,watch
33,770906,5.0,1606486965,happy,afternoon,Tuesday,clear,watch
34,899718,5.0,1668680719,relaxed,afternoon,Wednesday,cloudy,watch
34,1230555,4.0,1579035372,sad,evening,Wednesday,clear,watch
34,872906,3.0,1668946095,neutral,night,Thursday,clear,watch
34,1216780,4.0,1608064593,neutral,morning,Friday,cloudy,watch
34,14194,4.0,1594275431,relaxed,evening,Wednesday,cloudy,watch
34,143976,4.5,1630367134,relaxed,evening,Sunday,snowy,watch
34,1163258,4.5,1632268482,sad,night,Tuesday,sunny,watch
34,781732,4.5,1582411301,relaxed,night,Thursday,sunny,watch
34,360814,4.5,1626018553,relaxed,evening,Wednesday,sunny,watch
34,585268,4.0,1629974010,sad,afternoon,Saturday,sunny,watch
34,799155,5.0,1602140966,excited,night,Sunday,snowy,watch
34,1045931,3.5,1584262054,happy,night,Sunday,snowy,watch
34,1233208,4.0,1661843608,excited,night,Monday,rainy,watch
34,192558,4.0,1583446116,excited,morning,Sunday,sunny,watch
34,1083241,4.5,1618710374,neutral,night,Sunday,cloudy,watch
35,1097311,3.5,1660297164,relaxed,morning,Sunday,clear,watch
35,1087891,5.0,1610082505,happy,evening,Saturday,sunny,watch
35,1376434,4.0,1644945413,sad,evening,Saturday,sunny,watch
35,1100988,4.5,1654747422,sad,afternoon,Monday,sunny,watch
35,803796,5.0,1602436641,neutral,night,Wednesday,cloudy,watch
35,1087192,3.0,1608946116,sad,morning,Thursday,cloudy,watch
35,1152619,5.0,1622877954,excited,evening,Tuesday,snowy,watch
35,1426776,4.0,1624262739,excited,afternoon,Tuesday,sunny,watch
35,1241982,4.0,1593708621,sad,night,Friday,rainy,watch
36,1233208,2.5,1592639717,happy,night,Tuesday,cloudy,watch
36,1227128,4.0,1639530443,neutral,afternoon,Friday,sunny,watch
36,14194,5.0,1587556018,excited,evening,Saturday,sunny,watch
36,1216780,4.5,1661748489,sad,night,Sunday,sunny,watch
36,297222,5.0,1643550885,neutral,night,Saturday,clear,watch
36,360814,4.5,1579462403,neutral,evening,Tuesday,snowy,watch
36,533991,5.0,1604583670,excited,afternoon,Tuesday,rainy,watch
36,1110390,5.0,1613208329,neutral,afternoon,Wednesday,sunny,watch
36,10757,4.0,1617361000,sad,morning,Thursday,rainy,watch
37,784651,4.0,1641963086,happy,evening,Thursday,cloudy,watch
37,19404,3.0,1628958850,happy,morning,Monday,cloudy,watch
37,1143407,3.5,1650161788,relaxed,afternoon,Sunday,snowy,watch
37,1137339,4.5,1630735273,happy,evening,Friday,rainy,watch
37,192558,5.0,1665261052,neutral,afternoon,Saturday,sunny,watch
37,1163258,4.0,1632764171,excited,night,Saturday,cloudy,watch
37,1201012,5.0,1591494678,neutral,afternoon,Monday,sunny,watch
37,1257361,5.0,1666546509,neutral,morning,Thursday,cloudy,watch
37,611598,4.5,1671588525,sad,night,Sunday,sunny,watch
37,143976,4.5,1635641109,relaxed,evening,Thursday,clear,watch
38,858485,5.0,1577874222,excited,night,Saturday,cloudy,watch
38,634077,3.5,1616372565,relaxed,afternoon,Sunday,rainy,watch
38,777292,5.0,1669107506,happy,evening,Monday,clear,watch
38,899425,5.0,1590846268,excited,evening,Tuesday,rainy,watch
39,1212397,5.0,1653729997,happy,afternoon,Wednesday,snowy,watch
39,1070917,4.5,1590915997,excited,evening,Monday,snowy,watch
39,1215294,5.0,1642743510,sad,evening,Friday,clear,watch
39,1449379,3.0,1654666671,relaxed,afternoon,Thursday,snowy,watch
39,842937,5.0,1643777547,neutral,night,Wednesday,sunny,watch
39,1319953,5.0,1665404714,happy,morning,Thursday,rainy,watch
39,1490329,4.0,1593014044,sad,afternoon,Saturday,snowy,watch
40,541671,5.0,1610814146,sad,morning,Saturday,snowy,watch
40,1097311,3.5,1618629689,excited,evening,Sunday,sunny,watch
40,1087192,4.5,1631277943,happy,night,Thursday,sunny,watch
40,666154,4.5,1593289220,excited,morning,Friday,snowy,watch
40,1289601,4.5,1672023796,sad,morning,Wednesday,snowy,watch
41,143976,3.5,1650258984,relaxed,morning,Thursday,sunny,watch
41,1190511,5.0,1583093439,neutral,morning,Friday,snowy,watch
41,554600,5.0,1579696422,sad,night,Monday,snowy,watch
41,611598,4.0,1583106442,happy,afternoon,Monday,cloudy,watch
41,1216780,5.0,1630614642,excited,night,Friday,rainy,watch
41,1083241,4.0,1641799525,neutral,evening,Wednesday,snowy,watch
41,1143407,4.0,1631478935,happy,evening,Friday,clear,watch
42,589018,5.0,1607520864,happy,afternoon,Wednesday,snowy,watch
42,18,4.0,1594207087,relaxed,morning,Thursday,rainy,watch
42,1318856,5.0,1594223219,excited,afternoon,Wednesday,sunny,watch
42,70410,4.0,1640116126,happy,afternoon,Monday,cloudy,watch
42,1147416,5.0,1604611776,excited,evening,Tuesday,cloudy,watch
42,1004348,5.0,1645850170,sad,morning,Thursday,snowy,watch
42,1471014,4.5,1653742729,neutral,afternoon,Friday,snowy,watch
42,1229730,5.0,1612024356,excited,morning,Saturday,rainy,watch
42,1144430,4.0,1641034006,sad,afternoon,Saturday,clear,watch
42,496450,5.0,1663650351,neutral,morning,Thursday,snowy,watch
42,1196470,5.0,1659445885,relaxed,evening,Thursday,clear,watch
42,1112466,5.0,1667655783,sad,morning,Sunday,rainy,watch
42,101,5.0,1599562932,neutral,morning,Thursday,rainy,watch
42,989474,5.0,1610741932,happy,night,Saturday,cloudy,watch
42,1147400,4.5,1585678418,neutral,morning,Friday,snowy,watch
43,523044,4.5,1645178362,sad,night,Thursday,rainy,watch
43,1388582,4.0,1599624676,excited,morning,Saturday,cloudy,watch
43,1098152,5.0,1587077626,sad,evening,Wednesday,clear,watch
43,849773,5.0,1648634421,excited,afternoon,Monday,clear,watch
43,1119250,4.0,1660037790,excited,morning,Wednesday,snowy,watch
43,1283181,4.5,1642059044,happy,evening,Thursday,cloudy,watch
43,1232514,4.0,1585036938,sad,evening,Saturday,sunny,watch
43,539658,5.0,1664955816,sad,afternoon,Thursday,clear,watch
43,970085,3.5,1654490928,neutral,night,Friday,sunny,watch
43,1157558,5.0,1603975152,sad,night,Tuesday,clear,watch
43,1227842,4.0,1647071482,relaxed,morning,Tuesday,cloudy,watch
43,821494,4.5,1622505301,relaxed,evening,Sunday,sunny,watch
43,972123,4.0,1660452503,excited,afternoon,Thursday,rainy,watch
43,1001263,3.5,1582641621,sad,afternoon,Friday,snowy,watch
43,369865,5.0,1633693401,relaxed,night,Sunday,sunny,watch
43,611323,4.5,1620873638,relaxed,afternoon,Saturday,snowy,watch
43,512898,4.0,1666287872,excited,afternoon,Monday,snowy,watch
43,510296,5.0,1641982721,happy,afternoon,Monday,sunny,watch
43,1212397,5.0,1629210322,neutral,afternoon,Monday,snowy,watch
44,1315794,5.0,1604563233,neutral,morning,Thursday,sunny,watch
44,1139043,3.5,1606479961,relaxed,night,Monday,cloudy,watch
44,988716,5.0,1587227633,happy,afternoon,Tuesday,snowy,watch
44,849773,4.0,1604583243,sad,night,Wednesday,rainy,watch
44,510296,5.0,1642258422,excited,morning,Saturday,sunny,watch
44,970085,4.0,1671808177,excited,morning,Thursday,snowy,watch
44,1323593,4.5,1667414732,excited,night,Wednesday,snowy,watch
44,470308,5.0,1658509668,neutral,evening,Monday,rainy,watch
44,842937,5.0,1601493723,sad,morning,Wednesday,snowy,watch
44,1392016,4.5,1594482613,neutral,night,Sunday,snowy,watch
44,1215294,4.0,1660767648,neutral,morning,Sunday,rainy,watch
45,1243999,5.0,1605167747,excited,night,Wednesday,rainy,watch
46,1376434,5.0,1654964700,neutral,evening,Thursday,rainy,watch
47,605722,4.0,1627640716,sad,evening,Thursday,clear,watch
47,1087891,4.5,1653915104,sad,afternoon,Tuesday,clear,watch
47,1379587,3.5,1608334818,neutral,afternoon,Thursday,snowy,watch
47,1241982,3.0,1595355247,excited,afternoon,Tuesday,clear,watch
